"path","asset_type","size_bytes","modified_time","sha256","likely_purpose","associated_experiment","scientific_relevance","current_usability","validation_status","problems_detected"
"docs/DATA_LEAKAGE_AUDIT.md","narrative_or_log","6299","2026-07-21T11:44:47.8250383Z","718deb519d2550f6343bf8a5d18adb4565692b06078d4bca2a6491dfe6ccbd16","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/DATA_SPLIT_PROTOCOL.md","narrative_or_log","4412","2026-07-21T06:28:55.7780552Z","c8ef3bfda77387cd0ebff862002f062322dfd179371190817570455ca7d1083c","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/DATASET_AND_SPLITS.md","narrative_or_log","5439","2026-07-21T11:42:27.4530320Z","43f75cfa58f8ddd89867a050b47dcc159044a91113c20ee226dac49c051ee339","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/DECISIONS.md","narrative_or_log","12640","2026-07-24T10:18:23.8482730Z","6a7ae189ac9527e21954f07545f5f8e5b3512a2fe1d309e8918c6b96e292701f","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/DEPENDENCY_GRAPH.md","narrative_or_log","2388","2026-07-20T10:48:06.3119766Z","1d397adb5b0ec5919f25834eab1b213fcc224c8484bd46eff29000b88a50d255","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/END_TO_END_SPLIT_VERIFICATION.md","narrative_or_log","688","2026-07-20T11:39:34.9625093Z","b25b8c66cbc1d258a4293ef580d4b09651cba40725ad4dfea58adf812eb86b9d","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/ENVIRONMENT.md","narrative_or_log","4475","2026-07-21T11:41:25.7071485Z","2267f2171737054c7ab7b479ab3f915a05fc6a27fe638c95bf3a1980c84db824","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/EXPERIMENT_LOG.md","narrative_or_log","8126","2026-07-24T05:59:01.0271131Z","ab67d8b2360384b20934a3ebcd705bf7e72b3a536f35ca0c193098a77e04031f","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/FINAL_AUDIT_REPORT.md","narrative_or_log","27439","2026-07-23T04:21:33.5288687Z","bad8b53635dc46d4bc7548c80775fd2bf92272349f5ee0244b01bf0b25131cad","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/FINAL_AUDIT_SUMMARY.md","narrative_or_log","7132","2026-07-23T04:24:07.6298459Z","b55016504142d25da7ec149c1115255ee1ad80fdd3a2340a7515bf7963509d98","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/IEEE_EXPERIMENTAL_METHOD.md","narrative_or_log","5863","2026-07-20T10:20:54.4804870Z","59f98ee764ec0ca6f6cf2c77df286d7e6648e5511c643450acc0f3fe56191bb3","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CLI_01_IMPLEMENTATION_REPORT.md","narrative_or_log","1330","2026-07-24T09:49:43.2631257Z","0cd2d78e281ec81bee0eb7cb98ce087beccdd0535da3660fc3fbf7fa62e42a06","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CLI_01_INTERFACE_AUDIT.md","narrative_or_log","955","2026-07-24T09:49:42.4435974Z","b657f14d2902ef04c2e520663752648745eafe624907f1356b77e3e27e1b9032","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CLI_01_TEST_REPORT.md","narrative_or_log","804","2026-07-24T09:49:44.0307785Z","52bfa415d1c5f8f5f61c88f3a0a4d511adc294a4d30097b9ae8638efa9003941","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CORE_01_IMPLEMENTATION_REPORT.md","narrative_or_log","622","2026-07-24T09:36:33.8773724Z","d5589f1a0de6bcd9e645ab35dcce5bb1a57e74e28a9311cfa9a5de8b876f3ed4","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CORE_01_REPOSITORY_AUDIT.md","narrative_or_log","745","2026-07-24T09:36:31.4584983Z","f02ea07ed3ba0a61f11240a72286984121785c26b8bbcfe2e60dcba0a54656f4","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CORE_01_REVIEW_REPORT.md","narrative_or_log","437","2026-07-24T09:36:33.0811154Z","ef1481262deb3c80c0658c7e97da78f237e91f0c0791b86cd89cb15ff8c5558f","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CORE_01_TEST_REPORT.md","narrative_or_log","500","2026-07-24T09:36:34.6615042Z","1b8acb8bca36b42c67f814fb86a7565b9836b608ea1b3677941e10eee224bb17","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CORE_01_TRACEABILITY.csv","machine_readable_report_or_registry","889","2026-07-24T09:36:32.2694148Z","449c02339411fa4bff54cb1dc0961bd19eda4eb2a165b8483de16b7a6c6620b2","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CORE_02_IMPLEMENTATION_REPORT.md","narrative_or_log","267","2026-07-24T09:37:42.3764804Z","43070ff867e94f58ee84c064a243514c59cfcf51936c0e5701c86ba8dea2f131","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CORE_02_PREREQUISITE_AUDIT.md","narrative_or_log","286","2026-07-24T09:37:40.8082446Z","d8a556509b1019005cacb1231bb28f3559744412abd5b6bf0b3946f5a82663e2","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CORE_02_REVIEW_REPORT.md","narrative_or_log","410","2026-07-24T09:38:36.1663590Z","9ad460f89b116f37e383498243a60ba70ccccb76a0b637162c99ecd7323b1207","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CORE_02_TEST_REPORT.md","narrative_or_log","246","2026-07-24T09:37:43.1690240Z","ae05528c533c24783c220a4b205117aaeb9b566a9a0e3afe7ebcd7a2aa6e7731","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CORE_02_TRACEABILITY.csv","machine_readable_report_or_registry","410","2026-07-24T09:37:41.5864527Z","895e352c5ca6090630333437429b0a9e7d2e280df902dbf181e7c6567d37ea4a","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CORE_03_IMPLEMENTATION_REPORT.md","narrative_or_log","1981","2026-07-24T09:43:24.6231325Z","75c2cda792877c6c5fd657ffc4777a8248a90b0d1b1313b531f1ff7e6f38d172","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CORE_03_INTEGRITY_REPORT.md","narrative_or_log","1180","2026-07-24T09:43:23.0784829Z","f909c7cc349cf422abb9619a5ef08fb88d3d56b22c796bd7d7854fc205c93c83","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CORE_03_STORAGE_AUDIT.md","narrative_or_log","235","2026-07-24T09:37:49.2941267Z","37056861d5df9c55fb33e6ba1af0e43f5b23d2d137d718c6546a51cdf708bc25","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CORE_03_TEST_REPORT.md","narrative_or_log","1133","2026-07-24T09:43:23.8507323Z","2f6c370b4e8059978bf01ffb879c354f47ea3591246d7a1fdc061b8b78fe48fb","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/implementation/ROS_CORE_03_TRACEABILITY.csv","machine_readable_report_or_registry","901","2026-07-24T09:43:25.3962050Z","80efb8a3ed9cb66a044b8ee2c258867ad090e897f0aecc33275a60b18addb01b","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/IMPROVEMENT_PLAN.md","narrative_or_log","1362","2026-07-20T10:48:49.7378371Z","89536ae3afcd5bb3348da4c8511aa7e89c08028b16a7d932b534b9b07ad25ed5","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/INFERENCE_PIPELINE.md","narrative_or_log","1522","2026-07-20T10:48:49.7378371Z","7025daf6dc0dbe3490a3d064774baf167cb7b9ac865ffd5e8e3920cbbc4f920a","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/KNOWN_ISSUES.md","narrative_or_log","4937","2026-07-24T10:18:22.2907193Z","46c43e897206548f79cb8b2fe6b04de1bf3b7fc295d397b430bb15139e65125f","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/LEAKAGE_ANALYSIS.md","narrative_or_log","783","2026-07-21T06:28:55.7814044Z","3638cb887b60690efda4c9901c6173d559037b666d16cafe96f585980df3ef31","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/LEGACY_VS_CURRENT_EXPERIMENT.md","narrative_or_log","9294","2026-07-24T04:35:17.8737815Z","ea7cae90a821c80b5d68b03750054f44f3aa189c8ef171af3e5ef08c69365ebd","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/LIMITATIONS.md","narrative_or_log","7618","2026-07-20T10:20:41.2336066Z","289a40c2b13636d9ffb5ef43915494da29db2637bef60dcaa4d59f3b2a40a471","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/METRIC_DEFINITIONS.md","narrative_or_log","6192","2026-07-20T10:20:24.6690048Z","bfbde171a607862f5238fdd790e9ec34d23496aee8325bd907eeb6ea56b0090e","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/METRICS_REGISTRY.md","narrative_or_log","6328","2026-07-21T11:44:11.4102341Z","9596ddf201bc41948a5393e56fbbbcdfd1ade7c13ca97941fc46cda537dee765","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/MODEL_ARCHITECTURE.md","narrative_or_log","1769","2026-07-20T10:48:07.6521468Z","a582169945591f9abd19d9a6ca89764842f9df6a3c827c047a68bacb6e7329e9","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/MODEL_CARD.md","narrative_or_log","5708","2026-07-21T11:43:38.9676156Z","f3129a444e40f5c9e680d7c530c498a3b9af2fb75f73c42eaad5f9179240e704","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/NORMALIZATION_PROTOCOL.md","narrative_or_log","499","2026-07-21T06:28:55.7844225Z","9e25f1ee2e435223bbd9334d0ff08a482e013537b49d18d354267af08e2b9a5b","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/NOVELTY_AND_CONTRIBUTIONS.md","narrative_or_log","11703","2026-07-20T10:42:02.7075620Z","ed9b38fd54ccfc37aa6e6d6a12946d740ccdd7ee636e29b9f61c98d9c9da6669","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/PROJECT_CONTEXT.md","narrative_or_log","4298","2026-07-21T11:30:09.6097227Z","9cd8f1e79959a2dd5c8bf2b2cb723b9a41c3f1f13c0e17928cf6700fcd3f2df4","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/PROJECT_HISTORY.md","narrative_or_log","5233","2026-07-21T11:30:43.4299486Z","fdafe311167010bb8e193c8d59fcca7b9cea960863259c1e8aa93b937a0473cb","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/REPOSITORY_AUDIT.md","narrative_or_log","3998","2026-07-20T10:48:06.3119766Z","5f868d44908c0c4aa5047dd8780aa5dfbaff19b8b3c697bff75d445833726b61","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/REPRODUCIBILITY.md","narrative_or_log","4829","2026-07-21T11:45:21.0740521Z","1407f44af73c74fe53152d42b4adacace797e36965f63b7fe65555a1d9d77951","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/ROADMAP.md","narrative_or_log","5261","2026-07-21T11:29:03.8267271Z","036650d158501d5982fc44669ef9dddd837d1ca43437ebc6c7df1b8460c20b59","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/ROS_EXTENSION_ARCHITECTURE.md","narrative_or_log","1046","2026-07-24T11:50:16.1430860Z","2fc5ad8a4e2d90881bc4032fdb08ee336e239a13f4c3b2021744a2e59019ea20","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/SESSION_LOG.md","narrative_or_log","20566","2026-07-27T06:36:47.3795591Z","51133fe0b6b311d7226525ce4af0e873d7085d988ad87172f0db8d7810b7d685","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/SPLIT_PROTOCOL.md","narrative_or_log","724","2026-07-21T06:28:55.7914267Z","3d334f016385e05bc87b1f8ede67bc78100550c237df1a5e55e34585ae26ac2b","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/TECHNICAL_DEBT.md","narrative_or_log","1879","2026-07-20T10:48:49.7378371Z","9a949492eccac888943384c741d1eb853975848f9ed990d1f8ffd35c6705d458","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/TESTING_AND_VALIDATION.md","narrative_or_log","5086","2026-07-21T11:41:57.9049895Z","1cfc77d32e119ad66e758a868e0d7f6ebf7c352906bd5dabf849aa935bd4b7d6","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/THRESHOLD_PROTOCOL.md","narrative_or_log","570","2026-07-21T06:28:55.7944226Z","c40d3a4f31b923024f94b2dc853009b4ab642f8e6cef19e231118e1c64b4de63","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/TODO_AUDIT.md","narrative_or_log","2777","2026-07-21T06:28:55.7974231Z","ec8b8fe89102ad207f36640bdfeb8a4c0a1540d2fc7acd083343051e6b1fcd78","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"docs/TRAINING_PIPELINE.md","narrative_or_log","1562","2026-07-20T10:48:49.7378371Z","89a57984184eeba4190a3a10f91dcaf6c963fa7d3e857b1bf3304112b2fd18f3","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"edge_deploy/__init__.py","source_code","717","2026-07-20T09:46:10.4927357Z","2aadcd39c70e868479c6a3d4f9e709239bc018d1e18388b850c8f73342d6c2b5","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"edge_deploy/auto_update.py","source_code","2642","2026-07-20T09:46:10.4967744Z","1422e7ff600c72ba9ea43b9a650764aa5d0b5512df65cde48806d948a01adfeb","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"edge_deploy/config.yaml","configuration_or_environment","1440","2026-07-20T09:46:10.4967744Z","3d913009d0fb3e1b392a409d7eb5429ed69aed5410a4586a27703244882834bc","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"edge_deploy/deploy.sh","other","1320","2026-07-20T09:46:10.4967744Z","ec3b33655c546034df616463c6391cee5d914d9af383f29542ce1d24f55250d3","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"edge_deploy/DEPLOY_RPI.md","narrative_or_log","5059","2026-07-20T09:46:10.4778037Z","419b8611090638a72efee5ec26559d641a6b4e9cadbfa82c70ee02e728826ca3","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"edge_deploy/edge_benchmark.py","source_code","17418","2026-07-20T09:46:10.5085049Z","585cc79d874220987de3b83cc267c395bb7d5ce55a87301e148a452135d38669","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
